"id_girone", "id_giornata", "voto_casa", "voto_ospite", "mv_casa", "mv_ospite","tot_casa","tot_ospite","gol_casa","gol_ospite","casa","ospite"
"1","19","67","78,5","1","0","68","79,5","1","3","Azienda Paam","AS Fidanken"
"1","19","71","60,5","-3","2","74","57,5","2","0","SS Scrotone","I NANI"
"1","20","61,5","60,5","-1","4","66,5","59,5","1","0","AS Valle SantAndrea","Peppe non me la da"
"1","20","62,5","68","-1","1","64,5","67","0","1","Bar Limpido","Ronie Merda"
"1","20","68,5","70","2","3","72,5","72","2","2","Jimmy Grimble","Prosut!"
"1","20","78,5","71","1","-1","78,5","72","3","2","Atletico ero na volta","Azienda Paam"
"1","20","73","71","-2","0","74","69","2","1","AS Fidanken","SS Scrotone"
"1","20","63,5","66,5","0","1","65,5","66,5","1","1","I NANI","Nuova Romanina"
"1","21","77,5","73","-2","-2","76,5","71","3","2","Bar Limpido","AS Valle SantAndrea"
"1","21","71,5","59,5","2","-1","71,5","61,5","2","0","Prosut!","Peppe non me la da"
"1","21","74,5","62,5","0","4","79,5","62,5","3","0","Azienda Paam","Jimmy Grimble"
"1","21","68,5","65","0","-1","68,5","65","1","1","SS Scrotone","Atletico ero na volta"
"1","21","80,5","67,5","-1","1","82,5","66,5","4","1","Nuova Romanina","AS Fidanken"
"1","21","73,5","67,5","-2","-1","73,5","65,5","2","1","Ronie Merda","I NANI"
"1","22","60","73","0","0","61","73","0","2","AS Valle SantAndrea","Prosut!"
"1","22","58","62,5","-1","2","61","61,5","0","0","Peppe non me la da","Azienda Paam"
"1","22","56","69","4","-2","55","73","0","2","Jimmy Grimble","SS Scrotone"
"1","22","70,5","72,5","-1","0","71,5","71,5","2","2","Atletico ero na volta","Nuova Romanina"
"1","22","69,5","68","0","-1","69,5","68","1","1","AS Fidanken","Ronie Merda"
"1","22","71,5","62,5","0","0","72,5","62,5","2","0","I NANI","Bar Limpido"
"2","23","70","67","0","0","70","67","2","1","Atletico ero na volta","Nuova Romanina"
"2","23","77,5","67,5","1","-1","76,5","68,5","3","1","Bar Limpido","Ronie Merda"
"2","23","59","68,5","0","3","62","68,5","0","1","Jimmy Grimble","Azienda Paam"
"2","23","73","74,5","0","-3","70","74,5","2","2","Prosut!","I NANI"
"2","23","75","68","-5","0","75","63","3","0","SS Scrotone","AS Fidanken"
"2","23","71","62","-1","-1","70","61","2","0","AS Valle SantAndrea","Peppe non me la da"
"2","24","72,5","68,5","2","-2","70,5","70,5","2","2","Nuova Romanina","Ronie Merda"
"2","24","70,5","65","1","-1","69,5","66","1","1","Azienda Paam","Bar Limpido"
"2","24","72","64,5","-2","0","72","62,5","2","0","I NANI","Jimmy Grimble"
"2","24","65","64,5","0","0","65","64,5","1","0","AS Fidanken","Prosut!"
"2","24","64,5","69","0","0","64,5","69","0","1","Peppe non me la da","SS Scrotone"
"2","24","64","66","0","0","64","66","0","1","Atletico ero na volta","AS Valle SantAndrea"
"2","25","67,5","61","-3","4","71,5","58","2","0","AS Valle SantAndrea","Nuova Romanina"
"2","25","72","71,5","-2","0","72","69,5","2","1","Ronie Merda","Azienda Paam"
"2","25","70,5","69","-2","-2","68,5","67","1","1","Bar Limpido","I NANI"
"2","25","59,5","62","0","0","59,5","62","0","0","Jimmy Grimble","AS Fidanken"
"2","25","65","62","1","3","68","63","1","0","Prosut!","Peppe non me la da"
"2","25","66","65,5","-1","-1","65","64,5","1","0","SS Scrotone","Atletico ero na volta"
"2","26","71,5","64,5","-3","2","73,5","61,5","2","0","Nuova Romanina","Azienda Paam"
"2","26","63","88","-3","-3","60","85","0","5","I NANI","Ronie Merda"
"2","26","72,5","62,5","3","-1","71,5","65,5","2","1","AS Fidanken","Bar Limpido"
"2","26","70","71,5","2","0","70","73,5","2","2","Peppe non me la da","Jimmy Grimble"
"2","26","81,5","54","1","2","83,5","55","4","0","AS Valle SantAndrea","SS Scrotone"
"2","26","72","57","1","1","73","58","2","0","Atletico ero na volta","Prosut!"
"2","27","55","71,5","2","-3","52","73,5","0","2","SS Scrotone","Nuova Romanina"
"2","27","65","62","2","-1","64","64","0","0","Azienda Paam","I NANI"
"2","27","88","72,5","-3","3","91","69,5","6","1","Ronie Merda","AS Fidanken"
"2","27","62,5","70","-1","2","64,5","69","0","1","Bar Limpido","Peppe non me la da"
"2","27","57","76","1","1","58","77","0","3","Prosut!","AS Valle SantAndrea"
"2","27","69,5","76,5","0","1","70,5","76,5","2","3","Jimmy Grimble","Atletico ero na volta"
"2","28","70,5","67","-1","-1","69,5","66","1","1","Nuova Romanina","I NANI"
"2","28","65","80,5","4","0","65","84,5","1","4","AS Fidanken","Azienda Paam"
"2","28","71","73,5","1","-3","68","74,5","1","2","Peppe non me la da","Ronie Merda"
"2","28","64,5","79","0","0","64,5","79","0","3","SS Scrotone","Prosut!"
"2","28","76","62,5","1","-1","75","63,5","3","0","AS Valle SantAndrea","Jimmy Grimble"
"2","28","64","68","-1","-1","63","67","0","1","Atletico ero na volta","Bar Limpido"
"2","29","77,5","69","0","0","77,5","69","3","1","Prosut!","Nuova Romanina"
"2","29","65","60","0","2","67","60","1","0","I NANI","AS Fidanken"
"2","29","78","57","0","0","78","57","3","0","Azienda Paam","Peppe non me la da"
"2","29","61","64","0","1","62","64","0","0","Jimmy Grimble","SS Scrotone"
"2","29","71,5","66","1","1","72,5","67","2","1","Bar Limpido","AS Valle SantAndrea"
"2","29","61,5","63,5","-1","0","61,5","62,5","0","0","Ronie Merda","Atletico ero na volta"
"2","30","70","66,5","0","2","72","66,5","2","1","Nuova Romanina","AS Fidanken"
"2","30","49,5","65","0","0","49,5","65","0","1","Peppe non me la da","I NANI"
"2","30","67,5","60","0","0","67,5","60","1","0","Prosut!","Jimmy Grimble"
"2","30","66","70,5","-2","-1","65","68,5","1","1","SS Scrotone","Bar Limpido"
"2","30","61,5","67","0","-2","59,5","67","0","1","AS Valle SantAndrea","Ronie Merda"
"2","30","77","66,5","0","-2","75","66,5","3","1","Atletico ero na volta","Azienda Paam"
"2","31","61","75","1","-1","60","76","0","3","Jimmy Grimble","Nuova Romanina"
"2","31","61","69,5","0","2","63","69,5","0","1","AS Fidanken","Peppe non me la da"
"2","31","71","64","0","2","73","64","2","0","Bar Limpido","Prosut!"
"2","31","67,5","64,5","-2","1","68,5","62,5","1","0","Ronie Merda","SS Scrotone"
"2","31","64","55,5","-1","0","64","54,5","0","0","Azienda Paam","AS Valle SantAndrea"
"2","31","72,5","65,5","-1","-1","71,5","64,5","2","0","I NANI","Atletico ero na volta"
"2","32","60,5","56","2","-1","59,5","58","0","0","Nuova Romanina","Peppe non me la da"
"2","32","61,5","66","3","0","61,5","69","0","1","Jimmy Grimble","Bar Limpido"
"2","32","73","77","-1","0","73","76","2","3","Prosut!","Ronie Merda"
"2","32","72,5","60,5","1","0","72,5","61,5","2","0","SS Scrotone","Azienda Paam"
"2","32","65","58","1","4","69","59","1","0","AS Valle SantAndrea","I NANI"
"2","32","67","71","-2","1","68","69","1","1","Atletico ero na volta","AS Fidanken"
"2","33","70,5","77,5","2","2","72,5","79,5","2","3","Bar Limpido","Nuova Romanina"
"2","33","72,5","63,5","-1","3","75,5","62,5","3","0","Ronie Merda","Jimmy Grimble"
"2","33","64","66,5","3","2","66","69,5","1","1","Azienda Paam","Prosut!"
"2","33","70,5","78,5","-1","3","73,5","77,5","2","3","I NANI","SS Scrotone"
"2","33","74,5","72,5","0","0","74,5","72,5","2","2","AS Fidanken","AS Valle SantAndrea"
"2","33","60,5","76","2","0","60,5","78","0","3","Peppe non me la da","Atletico ero na volta"
"3","34","68","45","-2","4","72","43","2","0","Bar Limpido","Jimmy Grimble"
"3","34","65,5","77,5","1","1","66,5","78,5","1","3","Peppe non me la da","Azienda Paam"
"3","34","73,5","62,5","0","1","74,5","62,5","2","0","Prosut!","I NANI"
"3","34","71,5","61,5","1","3","74,5","62,5","2","0","AS Valle SantAndrea","SS Scrotone"
"3","35","75","68,5","-2","0","75","66,5","3","1","Bar Limpido","Atletico ero na volta"
"3","35","63","64","0","2","65","64","1","0","Azienda Paam","AS Fidanken"
"3","35","73","62,5","-2","1","74","60,5","2","0","Prosut!","Ronie Merda"
"3","35","68","63","0","3","71","63","2","0","AS Valle SantAndrea","Nuova Romanina"
"3","36","75,5","76","-2","-2","73,5","74","2","2","Nuova Romanina","Ronie Merda"
"3","36","76","73,5","-1","-2","74","72,5","2","2","Azienda Paam","Bar Limpido"
"3","36","71,5","68,5","-1","-1","70,5","67,5","2","1","AS Valle SantAndrea","Prosut!"
"3","37","68,5","65,5","-1","5","73,5","64,5","2","0","Prosut!","I NANI"
