"1","1","2","0","71","60,5","1","1","11","2","10","2","0","1","0"
"1","2","1","1","69,5","69,5","1","-1","11","-3","11","8","0","7","0"
"1","3","4","2","83,5","68","1","0","11","2","11","11","0","4","0"
"1","4","1","2","68","69,5","1","-2","11","2","11","5","0","3","0"
"1","5","3","0","76,5","66,5","1","0","11","-2","11","10","0","9","0"
"1","6","0","1","60","66","1","1","10","-1","11","12","0","6","0"
"2","1","1","0","65,5","62,5","1","1","11","-2","11","12","0","2","0"
"2","2","2","0","73,5","62,5","1","-1","11","0","11","1","0","8","0"
"2","3","1","2","67,5","75","1","1","11","-1","11","7","0","11","0"
"2","4","2","0","67","63","1","2","11","-1","11","4","0","5","0"
"2","5","2","0","72","66,5","1","-2","11","-2","11","3","0","10","0"
"2","6","1","1","65","65,5","1","1","11","0","11","6","0","9","0"
"3","1","3","1","73,5","67","1","1","11","-1","11","8","0","12","0"
"3","2","2","0","71","60,5","1","2","10","-1","10","11","0","1","0"
"3","3","2","4","73","78","1","0","11","2","11","5","0","7","0"
"3","4","2","0","71","63","1","0","11","-2","11","10","0","4","0"
"3","5","4","1","83,5","66","1","-1","11","2","11","9","0","3","0"
"3","6","2","2","71","72","1","1","11","0","11","2","0","6","0"
"4","1","2","3","69","73","1","0","11","2","11","12","0","11","0"
"4","2","0","0","63,5","59,5","1","0","11","1","11","2","0","8","0"
"4","3","1","1","66","71","1","2","11","-3","11","1","0","5","0"
"4","4","2","0","74","64","1","-1","11","-1","11","7","0","10","0"
"4","5","1","3","66","77,5","1","-2","11","-1","11","4","0","9","0"
"4","6","2","1","69","68","1","1","11","1","11","6","0","3","0"
"5","1","2","2","73","70,5","1","-2","11","2","11","5","0","12","0"
"5","2","3","2","70,5","70,5","1","4","11","2","10","11","0","2","0"
"5","3","2","0","70","62,5","1","0","11","0","11","10","0","1","0"
"5","4","1","0","68,5","63","1","-2","11","0","11","9","0","7","0"
"5","5","2","0","72","63","1","-1","11","-1","10","3","0","4","0"
"5","6","1","4","65,5","83,5","1","-1","11","0","11","8","0","6","0"
"6","1","0","2","65,5","72","1","-2","11","0","11","12","0","10","0"
"6","2","4","3","78,5","75,5","1","2","11","2","11","2","0","5","0"
"6","3","0","2","55,5","68,5","1","0","10","3","11","8","0","11","0"
"6","4","2","2","68,5","75","1","2","11","-1","11","1","0","9","0"
"6","5","2","0","70","62,5","1","0","11","0","11","7","0","3","0"
"6","6","3","2","76,5","72","1","-1","11","2","11","6","0","4","0"
"7","1","2","1","73","66,5","1","-2","11","2","11","9","0","12","0"
"7","2","2","2","69","71,5","1","4","11","0","10","10","0","2","0"
"7","3","1","2","66","69,5","1","2","11","2","11","5","0","8","0"
"7","4","2","0","72","62,5","1","-2","10","-1","11","3","0","1","0"
"7","5","1","0","64,5","63,5","1","2","10","-2","11","4","0","7","0"
"7","6","2","1","66,5","66","1","4","11","1","11","11","0","6","0"
"8","1","2","1","69","66,5","1","2","11","-1","11","12","0","3","0"
"8","2","3","0","74,5","60,5","1","1","11","1","11","2","0","9","0"
"8","3","0","1","63,5","65,5","1","-2","11","2","11","8","0","10","0"
"8","4","3","1","78","66","1","0","11","1","11","11","0","5","0"
"8","5","0","1","62,5","68,5","1","0","11","-1","11","1","0","4","0"
"8","6","4","0","77,5","60","1","2","11","1","10","6","0","7","0"
"9","1","0","3","58","80,5","1","0","10","-2","11","4","0","12","0"
"9","2","1","1","62","67,5","1","2","11","1","11","3","0","2","0"
"9","3","1","1","68","66","1","0","11","2","11","9","0","8","0"
"9","4","4","3","78","82","1","2","11","-3","11","10","0","11","0"
"9","5","0","2","59","74","1","0","11","0","11","7","0","1","0"
"9","6","2","0","72","61","1","-2","11","-1","11","5","0","6","0"
"10","1","4","1","85","68","1","-2","11","-1","11","12","0","7","0"
"10","2","0","0","58","64","1","-2","9","-1","9","2","0","4","0"
"10","3","2","1","69","68,5","1","0","11","0","11","8","0","3","0"
"10","4","3","1","72","65,5","1","3","11","0","11","11","0","9","0"
"10","5","1","1","68,5","66","1","-1","11","-1","11","5","0","10","0"
"10","6","2","0","74","58,5","1","-1","11","0","10","6","0","1","0"
"11","1","2","0","71,5","66","1","2","11","-2","11","1","1","12","1"
"11","2","2","1","70,5","69","1","0","11","0","11","7","1","2","1"
"11","3","2","0","69","61","1","2","10","-3","11","4","0","8","1"
"11","4","4","3","77","76","1","3","11","1","11","3","1","11","1"
"11","5","3","3","74","77","1","0","11","-1","11","9","1","5","1"
"11","6","2","0","71,5","61,5","1","0","11","-1","11","10","1","6","1"
"12","1","1","1","66","69,5","1","0","11","-3","11","1","1","2","1"
"12","2","0","1","64,5","69,5","1","-1","11","-3","11","7","1","8","1"
"12","3","1","0","65","50","1","1","11","-2","9","4","1","11","1"
"12","4","1","0","64","63,5","1","1","11","-2","11","3","1","5","1"
"12","5","4","2","81","69","1","-1","11","1","11","9","1","10","1"
"12","6","1","0","63,5","60","1","2","11","-1","11","6","1","12","1"
"13","1","1","4","64","77","1","0","11","4","11","2","1","12","1"
"13","2","2","3","74,5","73,5","1","-1","11","2","11","8","1","1","1"
"13","3","1","1","64,5","71,5","1","0","11","-2","11","11","1","7","1"
"13","4","2","1","71","65,5","1","-1","11","0","11","5","1","4","1"
"13","5","2","1","71","67,5","1","0","11","-2","11","10","1","3","1"
"13","6","1","1","64,5","68,5","1","1","11","0","11","9","1","6","1"
"14","1","1","2","66,5","69","1","-1","11","2","11","12","1","8","1"
"14","2","1","3","65","74","1","2","11","1","11","1","1","11","1"
"14","3","0","2","56","72,5","1","2","10","-2","10","7","1","5","1"
"14","4","0","0","57","61","1","-2","10","2","10","4","1","10","0"
"14","5","1","2","69,5","72","1","-1","11","0","10","3","1","9","1"
"14","6","4","3","76,5","77","1","3","11","2","11","6","1","2","1"
"15","1","3","1","74","68,5","1","0","11","1","11","11","1","12","1"
"15","2","0","1","61","69,5","1","0","11","0","11","8","1","2","1"
"15","3","4","2","82,5","70","1","0","11","2","11","5","1","1","1"
"15","4","2","1","72","67","1","-2","11","-1","11","10","1","7","1"
"15","5","1","0","67","65","1","0","11","-1","11","9","1","4","1"
"15","6","2","2","70","74,5","1","0","11","0","11","3","1","6","1"
"16","1","2","2","70,5","75,5","1","0","11","-1","11","12","1","5","1"
"16","2","0","3","59","76","1","2","11","2","11","2","1","11","1"
"16","3","4","1","82,5","69","1","-1","11","-1","11","1","1","10","1"
"16","4","4","0","79,5","66","1","0","11","-3","11","7","1","9","1"
"16","5","1","0","68,5","56","1","-1","11","-1","9","4","1","3","1"
"16","6","0","0","61","63,5","1","0","11","1","11","6","1","8","1"
"17","1","0","1","64,5","69","1","-1","11","-1","11","10","1","12","1"
"17","2","4","0","79","63","1","0","11","-1","11","5","1","2","1"
"17","3","4","1","81,5","70","1","2","11","-1","11","11","1","8","1"
"17","4","2","1","71","65","1","0","11","2","11","9","1","1","1"
"17","5","0","0","57","60,5","1","0","10","2","10","3","1","7","1"
"17","6","3","1","71,5","67","1","3","10","2","11","4","0","6","1"
"18","1","1","2","66","72,5","1","-1","11","1","11","12","1","9","1"
"18","2","2","0","70","59,5","1","-1","10","-1","11","2","1","10","1"
"18","3","1","0","65,5","66,5","1","2","10","-2","11","8","1","5","1"
"18","4","2","2","70","73,5","1","1","11","1","11","1","1","3","1"
"18","5","2","3","72","77","1","-2","11","-2","11","7","1","4","1"
"18","6","0","0","61,5","61,5","1","0","11","1","11","6","1","11","1"
"19","1","3","2","71","71","1","5","11","0","11","3","1","12","1"
"19","2","0","2","60,5","71","1","1","11","2","11","9","1","2","1"
"19","3","1","2","67,5","72","1","0","11","-1","11","10","1","8","1"
"19","4","5","3","82,5","78,5","1","3","11","-2","11","5","1","11","1"
"19","5","2","0","70","64,5","1","-1","11","0","11","4","1","1","1"
"19","6","2","2","68","72","1","2","11","1","10","7","1","6","1"
"20","1","1","1","66","68,5","1","2","11","1","11","12","1","4","1"
"20","2","1","1","66","65,5","1","0","11","0","11","2","1","3","1"
"20","3","1","1","70","70,5","1","-2","11","-1","11","8","1","9","1"
"20","4","3","4","76,5","78","1","-1","11","2","11","11","1","10","1"
"20","5","1","2","65,5","70","1","0","11","1","11","1","1","7","1"
"20","6","1","2","63","68","1","1","11","2","11","6","1","5","1"
"21","1","0","0","58,5","61,5","1","-1","11","-2","11","7","1","12","1"
"21","2","4","0","80","62","1","2","11","-2","11","4","1","2","1"
"21","3","2","1","72,5","69,5","1","0","11","-2","11","3","1","8","1"
"21","4","1","3","66","79,5","1","-2","11","0","11","9","1","11","1"
"21","5","0","1","64","69","1","-2","11","0","11","10","1","5","1"
"21","6","0","2","64","73,5","1","-3","11","0","11","1","1","6","1"
"22","1","1","3","68,5","79","1","0","11","-1","11","12","1","1","1"
"22","2","1","0","68","64,5","1","-1","11","0","11","2","1","7","1"
"22","3","0","2","57","70,5","1","-1","10","0","11","8","1","4","1"
"22","4","2","2","69","70","1","1","11","0","11","11","1","3","1"
"22","5","3","1","75","67,5","1","-1","11","-1","11","5","1","9","1"
"22","6","3","0","74,5","65","1","0","11","-1","11","6","1","10","0"
"23","1","2","1","75","66,5","0","-2","11","0","11","1","1","6","1"
"23","2","1","2","67","70,5","0","-2","11","3","11","3","1","9","1"
"23","3","1","1","66","68","0","0","11","-2","11","5","1","4","1"
"23","4","0","0","63,5","61,5","0","1","11","1","11","12","1","10","1"
"23","5","1","1","70","71,5","0","-1","11","-2","11","11","1","8","1"
"23","6","2","2","75,5","75,5","0","-1","11","-1","11","2","1","7","1"
"24","1","2","1","72,5","69,5","0","1","11","0","11","2","1","1","1"
"24","2","1","3","65","78","0","4","11","1","11","6","1","3","1"
"24","3","1","2","70,5","72,5","0","-2","11","-1","11","9","1","5","1"
"24","4","2","2","75,5","74,5","0","-1","11","-1","11","4","1","12","1"
"24","5","2","2","70","73,5","0","2","11","-1","11","10","1","11","1"
"24","6","1","0","61","62","0","4","10","-2","11","7","1","8","0"
"25","1","1","1","68,5","68","0","0","11","1","11","3","1","2","1"
"25","2","3","1","77,5","69,5","0","2","11","0","11","5","1","6","1"
"25","3","2","3","76","79","0","-2","11","-1","11","12","1","9","1"
"25","4","2","2","76,5","72,5","0","-2","11","0","11","11","1","4","1"
"25","5","0","1","55","61","0","4","9","6","9","8","0","10","0"
"25","6","2","0","72,5","59,5","0","1","11","0","10","1","1","7","0"
"26","1","1","3","68","77","0","-1","11","-1","11","2","1","5","1"
"26","2","1","3","69,5","77","0","-3","11","0","11","1","1","3","1"
"26","3","0","1","64","67","0","0","11","2","11","6","1","12","1"
"26","4","3","2","74","74","0","2","11","0","11","9","1","11","1"
"26","5","2","0","70,5","56,5","0","4","11","0","10","4","1","8","1"
"26","6","3","2","78,5","75","0","-2","11","-1","11","7","1","10","1"
"27","1","0","0","59","62","0","1","11","1","11","12","1","2","1"
"27","2","5","5","85","85","0","2","11","0","11","5","1","1","1"
"27","3","2","1","74,5","68,5","0","0","11","0","11","11","1","6","0"
"27","4","1","2","69,5","68,5","0","-1","11","2","11","8","1","9","1"
"27","5","0","2","60,5","73,5","0","-1","10","0","11","10","1","4","1"
"27","6","0","1","64,5","67,5","0","0","11","2","11","3","1","7","1"
"28","1","1","1","66,5","68,5","0","0","11","0","11","2","1","11","1"
