Quotazioni Fantacalcio Stagione 2023 24;;;;;;;;;;;;;;;;;;;;;
Id;R;RM;Nome;Squadra;Qt.A;Qt.I;Diff.;Qt.A M;Qt.I M;Diff.M;FVM;FVM M;offerta massima;fascia;indice squadra;titolarita;rigori;punizioni;angoli;note;Check su altro file 
695;D;Dc;Toloi;Atalanta;8;9;-1;8;9;-1;12;12;5;5;5;5;;;;;KO
4751;D;Dc;Tomori;Milan;13;13;0;13;13;0;43;43;17;3;2;8;;;;;KO
144;D;Dc;Tonelli;Empoli;1;1;0;1;1;0;2;2;1;6;9;2;;;;;KO
6465;D;"Ds;Dc";Touba;Lecce;3;3;0;3;3;0;5;5;2;6;7;4;;;;;KO
5747;D;Dc;Tressoldi;Sassuolo;5;5;0;5;5;0;7;7;3;6;6;5;;;;;KO
5514;D;"Ds;Dc";Vasquez;Genoa;6;4;2;7;5;2;7;7;3;6;4;4;;;;;KO
2174;D;"Dd;Ds;E";Venuti;Lecce;3;4;-1;4;5;-1;5;7;2;6;6;5;;;;;KO
5509;D;"Ds;E";Vina;Sassuolo;4;4;0;4;4;0;6;6;2;6;3;7;;;;;KO
5718;D;Dc;Viti;Sassuolo;6;6;0;6;6;0;7;7;3;6;5;5;;;;;KO
6245;D;"Dd;Dc";Vogliacco;Genoa;4;5;-1;5;6;-1;4;4;2;6;7;4;;;;Distrazione muscolare (rientro 4°);KO
4994;D;E;Vojvoda;Torino;6;6;0;6;5;1;16;12;6;5;5;5;;;;;KO
4374;D;Dc;Walukiewicz;Empoli;2;3;-1;2;3;-1;4;4;2;6;7;3;;;;;KO
6464;D;Dc;Wieteska;Cagliari;6;5;1;6;5;1;7;7;3;6;5;7;;;;;KO
5527;D;"Dd;E";Zanoli;Napoli;3;4;-1;3;4;-1;6;6;2;6;8;3;;;;;KO
4461;D;"Dd;E";Zappa;Cagliari;6;6;0;6;6;0;14;14;6;5;1;7;;;;;KO
554;D;E;Zappacosta;Atalanta;15;15;0;14;14;0;41;38;16;3;1;7;;;;+;KO
6211;D;"Ds;E";Zemura;Udinese;6;5;1;6;5;1;7;7;3;6;8;4;;;;coppa dafrica;KO
5691;D;Dc;Zima;Torino;3;3;0;3;3;0;4;4;2;6;8;4;;;;;KO
4433;D;"Dd;Ds;E";Zortea;Atalanta;5;3;2;6;4;2;4;5;2;6;7;2;;;;prime giornate bene;KO
5875;C;T;Adli;Milan;1;1;0;1;1;0;3;3;1;6;10;2;;;;;KO
4870;C;"M;C";Adopo;Atalanta;3;2;1;3;2;1;4;5;2;6;7;3;;;;;KO
5784;C;"C;W;T";Aebischer;Bologna;6;5;1;6;5;1;9;12;4;5;8;5;;;;;KO
5286;C;"M;C";Akpa Akpro;Monza;2;3;-1;2;3;-1;3;3;1;6;7;4;;;;coppa dafrica;KO
6236;C;"M;C";Amatucci;Fiorentina;2;1;1;2;1;1;1;2;0;7;12;2;;;;;KO
4142;C;"C;T";Aouar;Roma;16;15;1;16;15;1;47;47;19;3;2;7;;3;3;"noie muscolari (da valutare 4°); coppa dafrica";KO
4285;C;"M;C";Arthur Melo;Fiorentina;8;7;1;9;8;1;18;18;7;5;2;7;;3;;;KO
5719;C;"M;C";Asllani;Inter;3;4;-1;4;5;-1;8;10;3;6;7;4;;;;;KO
170;C;"M;C";Badelj;Genoa;5;5;0;6;6;0;7;8;3;6;7;8;;2;3;;KO
694;C;W;Baez;Frosinone;4;3;1;4;3;1;6;6;2;6;4;5;;3;2;antisco;KO
5451;C;T;Bajrami;Sassuolo;13;13;0;12;12;0;36;30;14;4;1;7;3;2;2;;KO
5823;C;"T;A";Baldanzi;Empoli;14;15;-1;13;14;-1;39;36;16;3;1;8;2;2;2;+;KO
2172;C;T;Barak;Fiorentina;11;12;-1;10;11;-1;14;10;6;5;5;3;;;;"antisco; infezione (Luglio-Settembre)";KO
1870;C;C;Barella;Inter;20;20;0;20;20;0;78;78;31;2;2;8;;;;;KO
6175;C;"M;C";Barrenechea;Frosinone;3;2;1;4;3;1;6;8;2;6;6;5;;;;;KO
5674;C;C;Basic;Lazio;3;4;-1;3;4;-1;6;5;2;6;9;4;;;;;KO
6203;C;"M;C";Belardinelli;Empoli;1;2;-1;1;2;-1;3;3;1;6;11;3;;;;;KO
2818;C;"M;C";Bennacer;Milan;9;10;-1;10;11;-1;9;10;4;5;6;2;;;;"cartilagine (maggio-dicembre); coppa dafrica";KO
5869;C;"M;C";Blin;Lecce;6;6;0;6;6;0;5;6;2;6;7;4;;;;;KO
5798;C;"M;C";Bohinen;Salernitana;4;4;0;4;4;0;6;7;2;6;5;5;;;;;KO
6219;C;"M;C";Boloca;Sassuolo;5;6;-1;6;7;-1;12;14;5;5;4;5;;;;;KO
367;C;"C;T";Bonaventura;Fiorentina;15;14;1;15;14;1;39;39;16;3;1;8;;;2;;KO
5992;C;"C;T";Bondo;Monza;1;1;0;1;1;0;1;1;0;7;9;2;;;;;KO
2825;C;"M;C";Bourabia;Frosinone;4;4;0;5;5;0;8;10;3;6;5;7;;;;;KO
5423;C;C;Bove;Roma;6;5;1;6;5;1;7;7;3;6;8;5;;;;;KO
4947;C;"M;C";Brescianini;Frosinone;6;5;1;6;6;0;4;6;2;6;8;3;;;;;KO
6402;C;"M;C";Cajuste ;Napoli;6;7;-1;7;8;-1;12;14;5;5;7;4;;;;;KO
2194;C;"M;C";Calhanoglu;Inter;17;16;1;19;18;1;69;81;28;2;1;8;3;1;1;+;KO
6221;C;"M;C";Camara E.;Udinese;2;3;-1;3;4;-1;4;5;2;6;6;3;;;;;KO
332;C;W;Candreva;Salernitana;17;15;2;16;14;2;75;72;30;2;1;8;2;2;1;+;KO
6106;C;"T;A";Carboni V.;Monza;1;2;-1;1;2;-1;4;3;2;6;5;3;;;;sco;KO
2692;C;W;Castillejo;Sassuolo;5;5;0;4;4;0;9;7;4;5;5;4;;;;;KO
4377;C;"C;T";Castrovilli;Fiorentina;9;10;-1;8;9;-1;9;9;4;5;11;3;;;;Legamento (Agosto-TBD);KO
333;C;"M;C";Cataldi;Lazio;8;7;1;8;8;0;12;14;5;5;6;7;;2;2;;KO
4856;C;"W;A";Chukwueze;Milan;19;19;0;18;18;0;75;75;30;2;4;5;;;;non ha ancora giocato, forse con Leao?;KO
5880;C;"E;W";Ciurria;Monza;14;14;0;15;15;0;42;46;17;3;3;8;;2;2;anno scorso top;KO
5878;C;"C;T";Colpani;Monza;12;9;3;12;9;3;25;25;10;4;2;7;;;;"gioca punta; sorprese";KO
5504;C;"M;C";Coulibaly L.;Salernitana;8;8;0;9;9;0;10;13;4;5;4;8;;;;coppa dafrica;KO
779;C;"M;C";Cristante;Roma;10;9;1;11;10;1;17;23;7;5;4;8;;;;;KO
5995;C;T;De Ketelaere;Atalanta;9;7;2;9;7;2;41;37;16;3;1;5;;;;+++;KO
22;C;"M;C";De Roon;Atalanta;11;11;0;12;12;0;18;22;7;5;5;8;;3;3;;KO
1871;C;"M;C";Deiola;Cagliari;4;4;0;4;4;0;5;6;2;6;6;3;;;;;KO
4725;C;M;Demme;Napoli;1;1;0;1;1;0;1;1;0;7;9;2;;;;;KO
4342;C;"C;T";Duda;Verona;8;6;2;8;6;2;14;14;6;5;2;8;2;2;3;sorpresea;KO
526;C;C;Duncan;Fiorentina;6;5;1;6;4;2;9;10;4;5;10;4;;;;;KO
5792;C;"C;T";Ederson D.s.;Atalanta;12;10;2;12;10;2;20;20;8;5;3;5;;;;sorpresa;KO
6225;C;"M;C";El Azzouzi;Bologna;1;1;0;1;1;0;2;2;1;6;9;2;;;;;KO
795;C;"W;A";El Shaarawy;Roma;16;16;0;15;15;0;35;31;14;4;3;5;;;;+;KO
4479;C;"C;W;T";Elmas;Napoli;14;15;-1;16;17;-1;36;42;14;4;6;5;;;;;KO
6206;C;C;Fabbian;Bologna;6;5;1;6;5;1;18;18;7;5;5;3;;;;sorp;KO
4465;C;"C;T";Fagioli;Juventus;12;13;-1;12;13;-1;30;30;12;4;5;5;;;;;KO
6168;C;"M;C";Faticanti;Lecce;1;1;0;1;1;0;6;6;2;6;8;3;;;;;KO
6010;C;"C;T";Fazzini;Empoli;5;6;-1;5;6;-1;10;10;4;5;7;4;;;;;KO
335;C;"W;A";Felipe Anderson;Lazio;22;23;-1;22;23;-1;128;128;51;1;3;8;;;;;KO
5858;C;"C;T";Ferguson;Bologna;18;17;1;19;18;1;71;74;28;2;2;9;2;;;;KO
6252;C;"C;T";Folorunsho;Verona;3;2;1;3;2;1;12;12;5;5;6;5;;;;coppa dafrica;KO
2848;C;C;Frattesi;Inter;17;17;0;17;17;0;54;54;22;3;3;6;;;;;KO
5791;C;"E;M";Frendrup;Genoa;7;5;2;8;7;1;13;16;5;5;5;7;;;;;KO
788;C;"M;C";Freuler;Bologna;7;7;0;8;8;0;15;16;6;5;4;8;;3;3;;KO
4364;C;"C;T";Gaetano;Napoli;2;3;-1;2;3;-1;4;4;2;6;8;2;;;;;KO
801;C;"M;C";Gagliardini;Monza;7;6;1;8;7;1;12;14;5;5;4;8;;3;3;;KO
2183;C;"W;T";Garritano;Frosinone;3;3;0;3;3;0;4;4;2;6;7;3;;;;;KO
6241;C;"C;W;T";Gelli;Frosinone;3;1;2;3;1;2;1;1;0;7;10;3;;;;;KO
6170;C;C;Gineitis;Torino;1;1;0;1;1;0;1;1;0;7;7;2;;;;;KO
5999;C;C;Gonzalez J.;Lecce;6;7;-1;6;7;-1;9;9;4;5;4;7;;;;;KO
27;C;M;Grassi;Empoli;5;5;0;5;5;0;6;8;2;6;5;5;;3;3;;KO
5800;C;"T;A";Gudmundsson A.;Genoa;14;14;0;13;13;0;63;58;25;2;2;8;3;3;2;;KO
4186;C;"C;T";Guendouzi;Lazio;13;13;0;12;12;0;34;30;14;4;5;7;;;;;KO
4992;C;"W;A";Gyasi;Empoli;7;8;-1;7;8;-1;8;8;3;6;2;4;;;;"antisco; coppa dafrica";KO
5688;C;"M;C";Harroui;Frosinone;8;4;4;8;5;3;22;27;9;5;1;8;2;;;"prime partite buone;sorpresa; coppa dafrica";KO
5499;C;"M;C";Hongla;Verona;5;4;1;6;5;1;4;6;2;6;7;7;;;;"noie muscolari (da valutare); coppa dafrica";KO
5947;C;C;Hrustic;Verona;2;3;-1;2;3;-1;4;3;2;6;11;3;;;;;KO
4658;C;W;Ikone';Fiorentina;12;13;-1;11;12;-1;18;18;7;5;4;5;;;;Anca (rientro 4°);KO
5007;C;C;Ilic;Torino;12;12;0;12;12;0;28;28;11;4;3;8;;;;;KO
6112;C;W;Iling Junior;Juventus;5;4;1;4;3;1;12;12;5;5;8;4;;3;;;KO
6393;C;"W;T";Infantino;Fiorentina;4;5;-1;5;6;-1;10;12;4;5;9;4;;;;;KO
4384;C;C;Jagiello;Genoa;2;3;-1;2;3;-1;5;4;2;6;9;3;;;;;KO
1987;C;"E;C";Jankto;Cagliari;8;7;1;8;8;0;15;18;6;5;3;7;;;;;KO
6254;C;"M;C";Joselito;Verona;1;1;0;1;1;0;1;1;0;7;12;2;;;;;KO
6410;C;"M;C";Kaba;Lecce;6;5;1;6;6;0;7;8;3;6;6;4;;;;;KO
5948;C;"C;T";Kamada;Lazio;15;15;0;15;15;0;66;66;26;2;4;5;;;;;KO
2117;C;"C;T";Kastanos;Salernitana;7;7;0;7;7;0;12;12;5;5;2;7;3;1;2;antisco;KO
4182;C;"C;T";Klaassen;Inter;9;9;0;9;9;0;18;18;7;5;5;4;;;;;KO
5685;C;"C;T";Koopmeiners;Atalanta;24;24;0;24;24;0;112;112;45;1;2;9;2;1;1;sco;KO
4711;C;"E;W";Kostic;Juventus;14;15;-1;14;15;-1;30;25;12;4;6;5;;;;non vede piu il campo;KO
5397;C;"C;T";Kovalenko;Empoli;4;4;0;4;4;0;7;7;3;6;8;3;;;;;KO
148;C;"M;C";Krunic;Milan;7;6;1;8;7;1;14;16;6;5;5;5;;;;;KO
6479;C;"M;C";Kutlu;Genoa;4;4;0;5;5;0;6;7;2;6;8;3;;;;;KO
236;C;"E;W";Lazovic;Verona;14;15;-1;14;15;-1;42;45;17;3;1;8;;1;2;lesione muscolare (rientro 4°);KO
6423;C;"M;C";Legowski;Salernitana;1;1;0;1;1;0;1;1;0;7;8;3;;;;;KO
5949;C;"W;T";Lindstrom;Napoli;15;15;0;15;15;0;60;60;24;3;3;5;;;;sco;KO
2008;C;"M;C";Linetty;Torino;6;5;1;6;6;0;6;7;2;6;5;5;;;;;KO
6246;C;"M;C";Lipani;Sassuolo;1;1;0;1;1;0;1;1;0;7;9;3;;;;;KO
4287;C;"M;C";Lobotka;Napoli;13;13;0;14;14;0;27;36;11;4;5;8;;3;;;KO
827;C;"M;C";Locatelli;Juventus;11;12;-1;12;13;-1;29;32;12;4;4;7;;1;3;;KO
4199;C;C;Loftus-Cheek;Milan;14;13;1;14;13;1;33;33;13;4;3;8;;;;;KO
4681;C;"M;C";Lopez M.;Fiorentina;7;8;-1;8;9;-1;22;25;9;5;6;6;;;;;KO
5850;C;"C;T";Lovric;Udinese;15;15;0;15;15;0;53;53;21;3;1;8;3;1;2;;KO
2085;C;"C;T";Luis Alberto;Lazio;22;21;1;23;22;1;116;122;46;1;1;8;2;1;1;;KO
500;C;C;Lulic K.;Frosinone;1;2;-1;1;2;-1;3;3;1;6;9;3;;;;;KO
666;C;C;Machin;Monza;6;5;1;5;4;1;6;5;2;6;6;4;;;;coppa dafrica;KO
4988;C;C;Maggiore;Salernitana;3;3;0;3;3;0;4;3;2;6;6;5;;;;problema muscolare (rientro 4°);KO
6232;C;"M;C";Makoumbou;Cagliari;5;5;0;6;6;0;8;10;3;6;4;7;;;;;KO
4896;C;"T;A";Maldini;Empoli;4;5;-1;4;5;-1;9;7;4;5;3;4;;;;Noie muscolari (Meta settembre);KO
5457;C;C;Maleh;Empoli;4;5;-1;3;4;-1;4;4;2;6;10;2;;;;coppa dafrica;KO
4427;C;T;Malinovskyi;Genoa;15;17;-2;14;16;-2;62;60;25;2;1;8;2;1;1;+++;KO
65;C;T;Mancosu;Cagliari;6;7;-1;5;6;-1;6;6;2;6;5;3;3;1;2;Collaterale (Agosto-Settembre);KO
1933;C;"M;C";Mandragora;Fiorentina;10;9;1;10;10;0;15;16;6;5;3;6;;2;;;KO
4965;C;"M;C";Marin;Empoli;8;8;0;9;9;0;14;16;6;5;4;8;;1;1;;KO
6448;C;T;Martegani;Salernitana;5;4;1;4;3;1;6;5;2;6;3;2;;;;gioca piu di quanto dicono?;KO
5511;C;C;Matheus Henrique;Sassuolo;9;9;0;8;8;0;9;8;4;5;3;5;;;;;KO
1976;C;"M;C";Mazzitelli;Frosinone;5;4;1;6;5;1;6;8;2;6;3;5;;2;3;calci piazzati;KO
6216;C;W;Mboula;Verona;9;10;-1;8;9;-1;12;12;5;5;5;5;;;;sco;KO
4973;C;C;Mckennie;Juventus;8;8;0;7;7;0;17;17;7;5;7;4;;;;;KO
4970;C;W;Messias;Genoa;8;9;-1;7;8;-1;28;28;11;4;3;5;;;;"antisco; risentimento muscolare (metà settembre)";KO
5001;C;"T;A";Miranchuk;Atalanta;9;10;-1;9;10;-1;8;8;3;6;6;2;;;;;KO
5813;C;"C;T";Miretti;Juventus;5;5;0;5;5;0;11;11;4;5;9;5;;;;;KO
2529;C;"C;T";Mkhitaryan;Inter;13;13;0;13;13;0;42;42;17;3;4;6;;3;3;antisco;KO
6054;C;"M;C";Moro N.;Bologna;7;6;1;7;6;1;12;14;5;5;7;5;;;;;KO
5295;C;C;Musah;Milan;9;9;0;9;9;0;18;18;7;5;7;7;;;;;KO
4514;C;"E;C";Nandez;Cagliari;8;7;1;9;8;1;21;24;8;5;1;8;;2;1;;KO
5564;C;"W;A";Ndoye;Bologna;12;12;0;11;11;0;25;25;10;4;3;5;;;;con karlsson?;KO
4349;C;"M;C";Nicolussi Caviglia;Juventus;1;2;-1;1;2;-1;2;2;1;6;10;2;;;;;KO
4501;C;"M;C";Obiang;Sassuolo;2;3;-1;2;3;-1;3;3;1;6;8;2;;;;coppa dafrica;KO
6218;C;"W;T;A";Oristanio;Cagliari;5;4;1;7;7;0;12;14;5;5;2;7;;3;3;sco;KO
2167;C;W;Orsolini;Bologna;19;21;-2;18;20;-2;91;91;36;2;1;9;1;1;1;++ con karlsson?;KO
6061;C;"W;T";Oudin;Lecce;6;6;0;5;5;0;9;8;4;5;5;4;;;;;KO
5824;C;"T;A";Pafundi;Udinese;1;1;0;1;1;0;1;1;0;7;8;3;;;;;
6420;C;"C;T";Pagano;Roma;1;1;0;1;1;0;1;1;0;7;9;2;;;;;KO
468;C;"M;C";Paredes;Roma;7;7;0;8;8;0;13;14;5;5;7;4;;;;;KO
2077;C;T;Pasalic;Atalanta;13;14;-1;12;13;-1;30;25;12;4;4;5;;;;antisco;KO
6481;C;"C;T";Payero;Udinese;5;5;0;5;5;0;8;8;3;6;4;4;;;;;KO
530;C;"C;T";Pellegrini Lo.;Roma;15;16;-1;15;16;-1;62;66;25;2;1;8;3;2;2;;KO
2741;C;"C;T";Pessina;Monza;13;14;-1;13;14;-1;40;40;16;3;1;8;1;;;+;KO
5298;C;C;Pobega;Milan;6;5;1;5;4;1;8;8;3;6;8;3;;;;;KO
303;C;"C;T";Pogba;Juventus;12;12;0;12;12;0;28;28;11;4;3;7;3;;2;"sco (potrebbe andare basso); noie muscolari (da valutare)";KO
536;C;W;Politano;Napoli;15;14;1;14;13;1;66;60;26;2;2;5;3;;2;+;KO
6424;C;"M;C";Prati;Cagliari;1;2;-1;2;3;-1;4;5;2;6;8;4;;;;;KO
2423;C;"T;A";Pulisic;Milan;20;18;2;19;17;2;126;120;50;1;1;7;3;1;1;+++;KO
4787;C;"C;W;T";Quina;Udinese;3;4;-1;4;5;-1;4;6;2;6;7;2;;;;;KO
2379;C;C;Rabiot;Juventus;22;22;0;22;22;0;96;96;38;2;1;8;;;;antisco (andrà alto);KO
5267;C;"M;C";Racic;Sassuolo;4;4;0;5;5;0;8;10;3;6;6;4;;;;;KO
5063;C;W;Radonjic;Torino;12;11;1;11;10;1;27;25;11;4;2;5;;2;2;;KO
6222;C;"C;T";Rafia;Lecce;6;3;3;6;3;3;16;16;6;5;2;8;3;3;3;"sco; coppa dafrica";KO
6394;C;"M;C";Ramadani;Lecce;7;6;1;8;7;1;11;13;4;5;3;7;;;;;KO
5884;C;C;Ranocchia F.;Empoli;4;5;-1;3;4;-1;6;6;2;6;6;5;;;;;KO
6224;C;"M;C";Reijnders;Milan;13;12;1;14;13;1;40;50;16;3;2;8;;2;3;++;KO
5093;C;"W;T";Reinier;Frosinone;8;8;0;8;8;0;18;18;7;5;2;4;;;;;KO
2543;C;C;Renato Sanches;Roma;12;13;-1;12;13;-1;32;30;13;4;5;5;;;;"antisco; noie muscolari (rientro 4°)";KO
5453;C;"M;C";Ricci S.;Torino;13;13;0;14;14;0;23;28;9;5;4;8;;;;;KO
2076;C;"M;C";Rog;Cagliari;1;1;0;1;1;0;1;1;0;7;10;1;;;;Crociato (Agosto-Marzo);KO
5510;C;W;Romero L.;Milan;3;4;-1;3;4;-1;8;8;3;6;9;3;;;;;KO
4459;C;"M;C";Rovella;Lazio;4;5;-1;5;6;-1;10;12;4;5;7;4;;;;;KO
5788;C;"T;A";Sabiri;Fiorentina;8;9;-1;8;9;-1;7;5;3;6;8;3;;;;Problema al ginocchio (rientro 5°);KO
4892;C;W;Saelemaekers;Bologna;4;5;-1;4;5;-1;7;7;3;6;6;5;;;;Rientro alla 4°;KO
5119;C;"C;T";Samardzic;Udinese;17;16;1;17;16;1;50;50;20;3;2;8;;;;+;KO
150;C;"W;T";Saponara;Verona;10;11;-1;10;11;-1;29;33;12;4;4;6;;3;1;"troppa concorrenza; distorsione caviglia (rientro 4°)";KO
1978;C;"C;T";Sensi;Inter;6;7;-1;6;7;-1;10;10;4;5;6;2;;;;;KO
6458;C;"C;T";Serdar;Verona;5;5;0;5;5;0;7;7;3;6;9;3;;;;;KO
2839;C;W;Sottil;Fiorentina;8;8;0;8;8;0;12;12;5;5;7;4;;;;;KO
4486;C;W;Strefezza;Lecce;18;18;0;17;17;0;77;72;31;2;1;9;1;1;1;+++;KO
470;C;"M;C";Strootman;Genoa;6;6;0;7;7;0;8;9;3;6;4;7;;;;;KO
6024;C;"M;C";Sulemana I.;Cagliari;3;3;0;2;2;0;4;5;2;6;7;4;;;;;KO
6486;C;"C;W;T";Suslov;Verona;3;3;0;5;5;0;5;7;2;6;10;3;;;;;KO
4890;C;"M;C";Tameze;Torino;8;8;0;9;9;0;10;13;4;5;6;4;;;;"antisco; coppa dafrica";KO
5919;C;W;Tchaouna;Salernitana;3;3;0;2;2;0;5;3;2;6;7;3;;;;;KO
6480;C;W;Tchatchoua;Verona;4;4;0;3;3;0;5;4;2;6;8;3;;;;incidente stradale (rientro metà settembre);KO
4404;C;"M;C";Thorsby;Genoa;8;9;-1;10;11;-1;18;21;7;5;6;7;;;;;KO
5844;C;"C;T";Thorstvedt;Sassuolo;6;6;0;6;6;0;7;7;3;6;2;4;;;;;KO
5425;C;"C;T";Urbanski;Bologna;2;1;1;2;1;1;2;2;1;6;10;1;;;;;KO
181;C;"M;C";Vecino;Lazio;6;6;0;7;7;0;7;8;3;6;8;5;;;;;KO
5879;C;"T;A";Vignato S.;Monza;2;1;1;2;1;1;1;1;0;7;8;2;;;;;KO
440;C;C;Viola;Cagliari;1;2;-1;1;2;-1;4;4;2;6;9;4;;;;;KO
5687;C;"W;T";Vlasic;Torino;17;18;-1;18;19;-1;68;74;27;2;1;8;1;1;1;"+++; noie muscolari (rientro 4°)";KO
5735;C;T;Volpato;Sassuolo;2;3;-1;2;3;-1;4;4;2;6;7;3;;;;;KO
2392;C;"M;C";Walace;Udinese;6;7;-1;7;8;-1;9;10;4;5;3;8;;;;;KO
4662;C;"E;W";Weah;Juventus;10;10;0;10;10;0;32;38;13;4;2;7;;;;;KO
632;C;"W;A";Zaccagni;Lazio;26;28;-2;26;28;-2;155;155;62;1;2;8;3;3;3;;KO
5422;C;E;Zalewski;Roma;8;8;0;9;9;0;10;10;4;5;6;4;;;;;KO
4220;C;"M;C";Zambo Anguissa;Napoli;14;14;0;15;15;0;34;40;14;4;4;7;;;;"antisco; coppa dafrica";KO
6212;C;C;Zarraga;Udinese;2;3;-1;2;3;-1;4;3;2;6;5;3;;;;;KO
5998;C;W;Zerbin;Napoli;1;1;0;1;1;0;1;1;0;7;10;2;;;;;KO
152;C;"C;T";Zielinski;Napoli;21;20;1;21;20;1;82;78;33;2;1;8;;1;3;;KO
2544;A;Pc;Abraham;Roma;14;15;-1;14;15;-1;50;45;20;4;5;2;;;;Crociato (maggio-febbraio);KO
5060;A;A;Ake' M.;Udinese;1;1;0;1;1;0;2;2;1;6;7;2;;;;;KO
6207;A;A;Almqvist;Lecce;11;10;1;11;10;1;28;32;11;5;2;7;;2;2;;KO
5845;A;Pc;Alvarez A.;Sassuolo;4;5;-1;3;4;-1;5;4;2;6;6;2;;;;crociato (maggio- novembre);KO
4268;A;Pc;Arnautovic;Inter;23;23;0;23;23;0;122;131;49;3;3;7;2;;;;KO
5795;A;Pc;Azmoun;Roma;12;13;-1;11;12;-1;40;45;16;4;3;5;;;;+ sco;KO
6001;A;A;Banda;Lecce;9;8;1;9;8;1;16;16;6;5;3;5;;;;coppa dafrica;KO
441;A;Pc;Belotti;Roma;12;9;3;11;8;3;52;45;21;4;4;3;;;;sorpresa;KO
6409;A;Pc;Beltran L.;Fiorentina;15;16;-1;15;16;-1;61;60;24;4;3;5;;;;sco;KO
531;A;A;Berardi;Sassuolo;30;30;0;30;30;0;271;274;108;1;1;9;1;1;1;++;
6242;A;A;Bidaoui;Frosinone;1;1;0;1;1;0;1;1;0;7;7;2;;;;coppa dafrica;KO
505;A;A;Bonazzoli;Verona;8;7;1;8;7;1;8;8;3;6;3;5;1;;;;KO
5842;A;Pc;Botheim;Salernitana;7;8;-1;6;7;-1;10;8;4;5;2;5;;;;;KO
5395;A;A;Braaf;Verona;1;1;0;1;1;0;1;1;0;7;6;3;;;;problema fisico (rientro 4°);KO
4184;A;"W;A";Brekalo;Fiorentina;11;11;0;13;13;0;17;17;7;5;4;6;;;;;KO
6213;A;Pc;Brenner;Udinese;10;11;-1;9;10;-1;12;10;5;5;6;3;;;;distrazione muscolare (agosto-gennaio);KO
6418;A;Pc;Burnete;Lecce;1;1;0;1;1;0;2;2;1;6;5;3;;;;;KO
4436;A;A;Cambiaghi;Empoli;12;12;0;12;12;0;28;30;11;5;2;6;;;;+;KO
5500;A;A;Cancellieri;Empoli;5;5;0;5;5;0;8;8;3;5;3;4;;;;;KO
1958;A;A;Caprari;Monza;14;14;0;14;14;0;41;45;16;4;2;8;2;1;1;;KO
2819;A;Pc;Caputo;Empoli;14;15;-1;14;15;-1;52;48;21;4;1;8;1;;;;KO
5364;A;A;Caso;Frosinone;6;6;0;6;6;0;12;12;5;5;1;8;3;1;1;;KO
6226;A;Pc;Castellanos;Lazio;12;13;-1;11;12;-1;28;22;11;5;2;3;;;;sco;KO
5776;A;A;Ceide;Sassuolo;2;1;1;2;1;1;1;1;0;7;7;2;;;;;KO
6439;A;Pc;Cheddira;Frosinone;10;11;-1;10;11;-1;28;22;11;5;2;7;1;;;;KO
2002;A;A;Chiesa;Juventus;19;17;2;19;17;2;142;142;57;3;2;8;;2;;+;KO
4923;A;Pc;Colombo;Monza;9;10;-1;8;9;-1;40;33;16;4;1;8;3;;;++;KO
6419;A;A;Corfitzen;Lecce;1;1;0;1;1;0;1;1;0;7;6;2;;;;;KO
6214;A;Pc;Cuni;Frosinone;4;4;0;3;3;0;5;5;2;6;5;5;;;;;KO
5637;A;Pc;Davis K.;Udinese;10;10;0;10;10;0;24;22;10;5;5;3;;;;;KO
643;A;A;Defrel;Sassuolo;9;9;0;9;9;0;12;13;5;5;5;3;;;;;KO
472;A;Pc;Destro;Empoli;2;1;1;2;1;1;1;1;0;7;5;1;3;;;;KO
2119;A;A;Deulofeu;Udinese;13;14;-1;13;14;-1;20;24;8;5;2;5;1;2;1;"ginocchio(rientro fine settembre); a poco  è affare";KO
5672;A;Pc;Dia;Salernitana;26;26;0;26;26;0;156;156;62;2;1;9;1;;;coppa dafrica;KO
5471;A;Pc;Djuric;Verona;10;9;1;9;8;1;10;8;4;5;2;4;;;;antisco;KO
309;A;A;Dybala;Roma;28;30;-2;28;30;-2;286;292;114;1;1;8;1;1;1;;KO
6011;A;A;Ekong;Empoli;1;1;0;1;1;0;1;1;0;7;6;1;;;;;KO
5506;A;A;Ekuban;Genoa;3;1;2;3;1;2;2;2;1;6;2;3;;;;coppa dafrica;KO
4200;A;Pc;Giroud;Milan;28;24;4;28;24;4;200;190;80;2;2;7;1;;;antisco;KO
4179;A;A;Gonzalez N.;Fiorentina;17;15;2;17;15;2;95;100;38;3;1;6;1;;3;anno buono;KO
5529;A;Pc;Henry;Verona;11;12;-1;10;11;-1;6;6;2;6;4;3;;;;crociato (gennaio-ottobre);KO
6425;A;Pc;Ikwuemesi;Salernitana;2;1;1;2;1;1;2;2;1;6;4;2;;;;;KO
785;A;Pc;Immobile;Lazio;31;32;-1;31;32;-1;327;317;131;1;1;8;1;;;-;KO
6398;A;A;Isaksen;Lazio;11;12;-1;11;12;-1;21;21;8;5;3;4;;;;;KO
5807;A;A;Jovane;Salernitana;5;5;0;5;5;0;8;8;3;6;3;2;;;;;KO
2438;A;Pc;Jovic;Milan;13;14;-1;12;13;-1;28;20;11;5;4;4;;;;sco;KO
5505;A;Pc;Kaio Jorge;Frosinone;1;1;0;1;1;0;9;8;4;5;4;5;;;;;KO
5439;A;A;Kallon;Verona;1;2;-1;1;2;-1;2;2;1;6;5;3;;;;coppa dafrica;KO
